Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, GBP",Conversions,"Total conversion value, GBP",Likes (Reactions),Shares,Comments,Concatenated value
Fall,2023-11-25 00:00:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2305,0.014499999999999999,33.4225,0.79,26.403775,6,159.04,91,10,11,Fall-Manchester-Collection
Fall,2023-11-25 00:00:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,2542,0.009900000000000003,25.165800000000008,1.1800000000000002,29.695644000000012,7,228.89999999999998,72,22,8,Fall-Manchester-Discount
Fall,2023-11-25 00:00:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1711,0.016720000000000002,28.607920000000004,1.1269999999999998,32.241125839999995,8,210.83999999999997,37,5,19.5,Fall-Manchester-Collection
Fall,2023-11-25 00:00:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,963,0.01507,14.512410000000001,2.0469999999999997,29.706903269999998,4,392.4,87,19,16.5,Fall-Manchester-Discount
Fall,2023-11-25 00:00:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,2508,0.01859,46.62372,0.06,2.7974232,5,100.1,43,18,4,Fall-Manchester-Collection
Fall,2023-11-25 00:00:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,2513,0.013420000000000001,33.72446,1.48,49.9122008,7,359,139,21,1,Fall-Manchester-Discount
Fall,2023-11-25 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1207,0.013900000000000001,16.7773,0.4484999999999999,7.524619049999998,5,354,72,7,10.5,Fall-Manchester-Collection
Fall,2023-11-25 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,1366,0.012999999999999998,17.757999999999996,0.2645,4.696990999999999,7,339.59999999999997,34,7,3,Fall-Manchester-Discount
Fall,2023-11-25 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,1891,0.007900000000000003,14.938900000000006,0.7199999999999998,10.756008,4,215,84,14,4,Fall-Manchester-Collection
Fall,2023-11-25 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,2726,0.011099999999999999,30.258599999999998,1.1699999999999997,35.40256199999999,5,448,67,8,1,Fall-Manchester-Discount
Fall,2023-11-26 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2213,0.0126,27.8838,1.2994999999999999,36.2349981,5,135.072,90,38,12,Fall-Birmingham-Collection
Fall,2023-11-26 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,1324,0.0168,22.243199999999998,2.024,45.0202368,5,178.752,113,19,15,Fall-Birmingham-Discount
Fall,2023-11-26 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,2866,0.0118,33.818799999999996,1.22,41.25893599999999,3,125.44,101,40,2,Fall-Birmingham-Collection
Fall,2023-11-26 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,2147,0.008,17.176000000000002,1.22,20.954720000000002,8,117.04,79,9,3,Fall-Birmingham-Discount
Fall,2023-11-26 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1020,0.016720000000000002,17.0544,0.16100000000000006,2.745758400000001,8,69.71999999999998,70,17,13.5,Fall-Birmingham-Collection
Fall,2023-11-26 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1578,0.01958,30.89724,2.2194999999999996,68.57642417999999,6,592.8,76,2,4.5,Fall-Birmingham-Discount
Fall,2023-11-26 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1755,0.01397,24.51735,0.7399999999999999,18.142839,6,256.2,34,16,7,Fall-Birmingham-Collection
Fall,2023-11-26 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,2129,0.01342,28.57118,1.04,29.7140272,9,487,119,21,12,Fall-Birmingham-Discount
Fall,2023-11-26 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,1576,0.015600000000000003,24.585600000000003,1.1729999999999996,28.838908799999995,2,51.6,47,6,7.5,Fall-Birmingham-Collection
Fall,2023-11-26 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,933,0.0098,9.1434,0.31050000000000005,2.8390257000000005,8,304.8,18,5,6,Fall-Birmingham-Discount
Fall,2023-11-26 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,1595,0.006699999999999999,10.686499999999999,0.6699999999999998,7.159954999999997,1,189,31,2,5,Fall-Birmingham-Collection
Fall,2023-11-26 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,1527,0.0064,9.7728,1.2499999999999998,12.215999999999998,3,247,52,14,2,Fall-Birmingham-Discount
Fall,2023-11-26 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,2297,0.0185,42.494499999999995,0.26449999999999996,11.239795249999997,4,48.384,67,10,10.5,Fall-London-Collection
Fall,2023-11-26 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,2225,0.0139,30.9275,0.8049999999999999,24.896637499999997,7,59.63999999999999,55,3,12,Fall-London-Discount
Fall,2023-11-26 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,3247,0.015100000000000002,49.029700000000005,0.49000000000000005,24.024553000000004,4,56.56,60,3,5,Fall-London-Collection
Fall,2023-11-26 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,2092,0.0154,32.2168,1.9299999999999997,62.17842399999999,6,62.99999999999999,104,2,4,Fall-London-Discount
Fall,2023-11-26 00:00:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1442,0.018810000000000004,27.124020000000005,0.9659999999999996,26.201803319999996,5,288.96,42,2,15,Fall-London-Collection
Fall,2023-11-26 00:00:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,1454,0.02134,31.028360000000003,1.4029999999999998,43.53278908,5,262.8,86,10,21,Fall-London-Discount
Fall,2023-11-26 00:00:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,3496,0.01254,43.83984,0.6299999999999998,27.61909919999999,9,322.7,54,2,10,Fall-London-Collection
Fall,2023-11-26 00:00:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,2773,0.01463,40.56899,1.46,59.2307254,5,305,92,16,15,Fall-London-Discount
Fall,2023-11-26 00:00:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1515,0.0176,26.664,0.4599999999999999,12.265439999999998,2,211.2,43,18,6,Fall-London-Collection
Fall,2023-11-26 00:00:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,1322,0.012100000000000001,15.996200000000002,1.3914999999999995,22.258712299999996,4,297.59999999999997,33,20,12,Fall-London-Discount
Fall,2023-11-26 00:00:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,2428,0.012299999999999998,29.864399999999996,1.1299999999999997,33.746771999999986,1,127,65,34,5,Fall-London-Collection
Fall,2023-11-26 00:00:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2140,0.006200000000000001,13.268,0.9099999999999997,12.073879999999997,2,186,95,28,9,Fall-London-Discount
Fall,2023-11-26 00:00:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,1966,0.0162,31.8492,1.357,43.219364399999996,6,122.976,76,7,10.5,Fall-Manchester-Collection
Fall,2023-11-26 00:00:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1686,0.0167,28.1562,2.1504999999999996,60.54990809999999,9,304.08,80,8,12,Fall-Manchester-Discount
Fall,2023-11-26 00:00:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1688,0.0097,16.3736,0.7899999999999999,12.935144,6,169.12,55,34,5,Fall-Manchester-Collection
Fall,2023-11-26 00:00:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,2833,0.013799999999999998,39.0954,1.92,75.06316799999999,2,171.5,86,30,9,Fall-Manchester-Discount
Fall,2023-11-26 00:00:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1742,0.016720000000000002,29.126240000000003,0.7014999999999998,20.432057359999995,5,286.44,19,0,15,Fall-Manchester-Collection
Fall,2023-11-26 00:00:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,1357,0.01936,26.27152,1.1039999999999999,29.003758079999994,2,165.6,103,6,6,Fall-Manchester-Discount
Fall,2023-11-26 00:00:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,1798,0.014190000000000001,25.513620000000003,0.20999999999999994,5.357860199999999,10,51.099999999999994,23,10,10,Fall-Manchester-Collection
Fall,2023-11-26 00:00:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,1745,0.009900000000000003,17.275500000000005,0.73,12.611115000000003,2,245,125,20,3,Fall-Manchester-Discount
Fall,2023-11-26 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1388,0.013300000000000003,18.460400000000003,0.3335000000000001,6.156543400000002,3,235.2,82,3,3,Fall-Manchester-Collection
Fall,2023-11-26 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,1103,0.011600000000000003,12.794800000000002,1.1614999999999998,14.861160199999999,5,321.59999999999997,39,8,7.5,Fall-Manchester-Discount
Fall,2023-11-26 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,1973,0.011,21.703,0.44999999999999984,9.766349999999996,4,393,79,24,5,Fall-Manchester-Collection
Fall,2023-11-26 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,2382,0.011999999999999997,28.583999999999993,0.24000000000000005,6.86016,4,365,95,20,4,Fall-Manchester-Discount
Fall,2023-11-27 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1894,0.018,34.092,1.2994999999999999,44.30255399999999,3,18.240000000000002,62,25,9,Fall-Birmingham-Collection
Fall,2023-11-27 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,1471,0.012799999999999999,18.828799999999998,1.9665,37.026835199999994,2,79.29599999999999,68,10,6,Fall-Birmingham-Discount
Fall,2023-11-27 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,3311,0.008700000000000001,28.805700000000005,0.61,17.571477,2,225.68,91,36,5,Fall-Birmingham-Collection
Fall,2023-11-27 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1816,0.007600000000000001,13.801600000000002,0.5599999999999999,7.728896000000001,7,216.16,101,26,3,Fall-Birmingham-Discount
Fall,2023-11-27 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2031,0.01727,35.07537,0.47149999999999975,16.538036954999992,4,184.79999999999998,50,4,3,Fall-Birmingham-Collection
Fall,2023-11-27 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1404,0.01474,20.69496,0.7244999999999999,14.993498519999997,2,265.2,67,12,15,Fall-Birmingham-Discount
Fall,2023-11-27 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1700,0.010890000000000002,18.513000000000005,1.0799999999999998,19.994040000000002,8,67.89999999999999,82,33,10,Fall-Birmingham-Collection
Fall,2023-11-27 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,1321,0.014299999999999998,18.890299999999996,1.02,19.268105999999996,6,383,90,27,2,Fall-Birmingham-Discount
Fall,2023-11-27 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,1211,0.010600000000000002,12.836600000000002,0.023000000000000034,0.2952418000000005,2,158.4,64,3,9,Fall-Birmingham-Collection
Fall,2023-11-27 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,1040,0.0101,10.504,0.7129999999999996,7.489351999999996,6,384,26,11,1.5,Fall-Birmingham-Discount
Fall,2023-11-27 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,1742,0.0063999999999999994,11.1488,0.25000000000000006,2.7872000000000003,6,353,59,21,2,Fall-Birmingham-Collection
Fall,2023-11-27 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,2240,0.005699999999999998,12.767999999999995,0.17000000000000004,2.1705599999999996,3,204,80,4,3,Fall-Birmingham-Discount
Fall,2023-11-27 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,2427,0.0205,49.7535,0.8969999999999999,44.6288895,2,172.03199999999998,48,17,6,Fall-London-Collection
Fall,2023-11-27 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,2070,0.016999999999999998,35.19,1.7365,61.107434999999995,4,191.51999999999998,82,9,18,Fall-London-Discount
Fall,2023-11-27 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,3132,0.012,37.584,0.59,22.17456,7,46.400000000000006,77,40,14,Fall-London-Collection
Fall,2023-11-27 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,2626,0.011,28.886,1.71,49.39506,5,448,58,2,12,Fall-London-Discount
Fall,2023-11-27 00:00:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1235,0.018260000000000002,22.5511,0.7244999999999998,16.338271949999996,4,282.23999999999995,23,6,9,Fall-London-Collection
Fall,2023-11-27 00:00:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,1754,0.01914,33.57156,1.817,60.999524519999994,7,516,88,16,15,Fall-London-Discount
Fall,2023-11-27 00:00:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,3602,0.01683,60.621660000000006,0.08000000000000004,4.8497328000000035,3,274.4,61,3,4,Fall-London-Collection
Fall,2023-11-27 00:00:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,2511,0.01199,30.10689,2.12,63.8266068,6,310,138,34,7,Fall-London-Discount
Fall,2023-11-27 00:00:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1386,0.0167,23.1462,1.3684999999999996,31.67557469999999,2,169.2,74,24,13.5,Fall-London-Collection
Fall,2023-11-27 00:00:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,1224,0.0116,14.1984,0.8394999999999997,11.919556799999995,4,229.2,48,15,10.5,Fall-London-Discount
Fall,2023-11-27 00:00:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,2749,0.012100000000000003,33.26290000000001,0.05000000000000002,1.663145000000001,3,141,73,24,4,Fall-London-Collection
Fall,2023-11-27 00:00:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1608,0.0122,19.6176,0.04000000000000001,0.7847040000000002,6,278,79,16,5,Fall-London-Discount
Fall,2023-11-27 00:00:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,2007,0.0157,31.5099,0.6555,20.654739449999997,5,502.6559999999999,62,9,12,Fall-Manchester-Collection
Fall,2023-11-27 00:00:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1257,0.0175,21.997500000000002,1.9319999999999997,42.49917,7,248.64,86,12,1.5,Fall-Manchester-Discount
Fall,2023-11-27 00:00:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2857,0.0105,29.998500000000003,1.1600000000000001,34.798260000000006,4,184.79999999999998,58,3,7,Fall-Manchester-Collection
Fall,2023-11-27 00:00:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,2905,0.011800000000000001,34.279,1.43,49.01897,3,123.19999999999999,73,8,9,Fall-Manchester-Discount
Fall,2023-11-27 00:00:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1402,0.022550000000000008,31.61510000000001,0.184,5.817178400000001,6,276.35999999999996,24,1,12,Fall-Manchester-Collection
Fall,2023-11-27 00:00:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,1556,0.012649999999999998,19.683399999999995,1.9434999999999998,38.254687899999986,8,715.1999999999999,97,11,9,Fall-Manchester-Discount
Fall,2023-11-27 00:00:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,2717,0.016720000000000002,45.42824000000001,0.7799999999999997,35.434027199999996,11,183.39999999999998,68,16,9,Fall-Manchester-Collection
Fall,2023-11-27 00:00:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,2706,0.00968,26.19408,1.79,46.8874032,5,343,97,9,11,Fall-Manchester-Discount
Fall,2023-11-27 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1799,0.007300000000000002,13.132700000000003,1.0349999999999995,13.592344499999996,5,412.8,33,6,12,Fall-Manchester-Collection
Fall,2023-11-27 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,689,0.018500000000000003,12.746500000000001,0.8164999999999997,10.407517249999996,8,470.4,29,17,7.5,Fall-Manchester-Discount
Fall,2023-11-27 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,2567,0.0079,20.279300000000003,0.08000000000000006,1.6223440000000013,6,324,55,12,4,Fall-Manchester-Collection
Fall,2023-11-27 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,2238,0.009500000000000001,21.261000000000003,0.8099999999999998,17.22141,6,341,82,18,8,Fall-Manchester-Discount
Fall,2023-11-28 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2057,0.017499999999999998,35.997499999999995,0.989,35.601527499999996,4,63.168,56,21,12,Fall-Birmingham-Collection
Fall,2023-11-28 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,1664,0.018,29.951999999999998,0.6555,19.633536,6,309.792,97,14,9,Fall-Birmingham-Discount
Fall,2023-11-28 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,2828,0.0093,26.300399999999996,0.72,18.936287999999998,4,35.839999999999996,80,40,7,Fall-Birmingham-Collection
Fall,2023-11-28 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1926,0.009899999999999999,19.0674,1.4100000000000001,26.885034,5,78.96000000000001,100,34,5,Fall-Birmingham-Discount
Fall,2023-11-28 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1645,0.020790000000000006,34.19955000000001,1.2304999999999995,42.08254627499999,3,106.67999999999999,58,17,1.5,Fall-Birmingham-Collection
Fall,2023-11-28 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1444,0.01936,27.95584,0.828,23.14743552,9,577.1999999999999,77,4,0,Fall-Birmingham-Discount
Fall,2023-11-28 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2106,0.01397,29.42082,0.30999999999999994,9.120454199999998,3,277.9,74,27,9,Fall-Birmingham-Collection
Fall,2023-11-28 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,2254,0.012979999999999998,29.256919999999997,1.29,37.7414268,8,618,82,27,4,Fall-Birmingham-Discount
Fall,2023-11-28 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,2006,0.011699999999999999,23.4702,1.4259999999999997,33.46850519999999,3,132,20,4,3,Fall-Birmingham-Collection
Fall,2023-11-28 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,1232,0.012899999999999998,15.892799999999998,1.3339999999999996,21.20099519999999,9,410.4,24,5,4.5,Fall-Birmingham-Discount
Fall,2023-11-28 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,2404,0.0115,27.646,0.030000000000000054,0.8293800000000016,6,369,50,6,2,Fall-Birmingham-Collection
Fall,2023-11-28 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,2164,0.0103,22.2892,0.5999999999999998,13.373519999999996,5,340,19,12,4,Fall-Birmingham-Discount
Fall,2023-11-28 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,1722,0.019200000000000002,33.062400000000004,0.39099999999999996,12.9273984,7,86.68799999999999,59,1,16.5,Fall-London-Collection
Fall,2023-11-28 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,2299,0.012100000000000001,27.8179,1.0465,29.11143235,8,409.08,47,0,16.5,Fall-London-Discount
Fall,2023-11-28 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,2509,0.014199999999999999,35.6278,0.85,30.28363,4,143.35999999999999,86,36,14,Fall-London-Collection
Fall,2023-11-28 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,2584,0.01,25.84,1.9400000000000002,50.1296,8,154,53,3,8,Fall-London-Discount
Fall,2023-11-28 00:00:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1640,0.018810000000000004,30.848400000000005,1.2419999999999998,38.3137128,4,207.47999999999996,5,3,15,Fall-London-Collection
Fall,2023-11-28 00:00:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,1782,0.016610000000000003,29.599020000000007,1.8744999999999998,55.48336299000001,2,121.19999999999999,98,15,19.5,Fall-London-Discount
Fall,2023-11-28 00:00:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,2714,0.01331,36.12334,0.7299999999999998,26.37003819999999,9,225.39999999999998,34,16,13,Fall-London-Collection
Fall,2023-11-28 00:00:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,2038,0.010010000000000002,20.400380000000002,1.03,21.012391400000002,2,110,133,16,5,Fall-London-Discount
Fall,2023-11-28 00:00:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,2395,0.0172,41.194,1.3799999999999997,56.84771999999999,3,78,70,18,7.5,Fall-London-Collection
Fall,2023-11-28 00:00:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,1630,0.009699999999999999,15.810999999999998,0.41399999999999987,6.545753999999997,4,232.79999999999998,48,8,1.5,Fall-London-Discount
Fall,2023-11-28 00:00:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,1958,0.012,23.496000000000002,0.9899999999999998,23.261039999999998,4,243,95,10,6,Fall-London-Collection
Fall,2023-11-28 00:00:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2209,0.0076,16.7884,0.9499999999999997,15.948979999999995,3,307,79,30,6,Fall-London-Discount
Fall,2023-11-28 00:00:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,1125,0.0208,23.4,0.8164999999999999,19.106099999999998,6,164.64,85,25,15,Fall-Manchester-Collection
Fall,2023-11-28 00:00:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1403,0.0136,19.0808,0.621,11.8491768,6,205.79999999999998,68,16,9,Fall-Manchester-Discount
Fall,2023-11-28 00:00:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3154,0.014499999999999999,45.733,0.55,25.15315,4,183.12,89,28,3,Fall-Manchester-Collection
Fall,2023-11-28 00:00:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,2634,0.0121,31.871399999999998,1.29,41.114106,7,251.29999999999998,82,26,7,Fall-Manchester-Discount
Fall,2023-11-28 00:00:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1300,0.022660000000000003,29.458000000000006,0.20700000000000005,6.097806000000002,7,306.59999999999997,16,5,15,Fall-Manchester-Collection
Fall,2023-11-28 00:00:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,1567,0.019030000000000002,29.820010000000003,2.507,74.75876507000001,6,706.8,99,18,15,Fall-Manchester-Discount
Fall,2023-11-28 00:00:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,1833,0.01518,27.82494,0.9999999999999997,27.82493999999999,7,313.59999999999997,49,2,1,Fall-Manchester-Collection
Fall,2023-11-28 00:00:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,1573,0.011990000000000002,18.860270000000003,2.06,38.85215620000001,8,567,128,26,12,Fall-Manchester-Discount
Fall,2023-11-28 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1572,0.015600000000000003,24.523200000000003,0.10350000000000006,2.538151200000002,7,354,42,0,7.5,Fall-Manchester-Collection
Fall,2023-11-28 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,1050,0.0175,18.375,1.1154999999999997,20.497312499999996,5,450,71,11,7.5,Fall-Manchester-Discount
Fall,2023-11-28 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,2061,0.009300000000000001,19.1673,1.1599999999999997,22.234067999999994,5,285,102,14,2,Fall-Manchester-Collection
Fall,2023-11-28 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,2423,0.0126,30.5298,0.31000000000000005,9.464238000000002,3,232,64,12,5,Fall-Manchester-Discount
Fall,2023-11-29 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1988,0.0188,37.3744,0.7359999999999999,27.507558399999997,2,161.27999999999997,55,13,13.5,Fall-Birmingham-Collection
Fall,2023-11-29 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,1679,0.010599999999999998,17.797399999999996,1.196,21.285690399999993,7,216.384,110,14,3,Fall-Birmingham-Discount
Fall,2023-11-29 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,2366,0.0097,22.950200000000002,0.8799999999999999,20.196176,4,89.03999999999999,102,57,4,Fall-Birmingham-Collection
Fall,2023-11-29 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,2251,0.012799999999999999,28.812799999999996,0.59,16.999551999999998,3,219.52,70,22,0,Fall-Birmingham-Discount
Fall,2023-11-29 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1284,0.018370000000000004,23.587080000000007,0.9084999999999998,21.42886218,3,204.11999999999998,55,21,9,Fall-Birmingham-Collection
Fall,2023-11-29 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1293,0.019580000000000004,25.316940000000006,1.8285,46.29202479000001,4,324,96,5,7.5,Fall-Birmingham-Discount
Fall,2023-11-29 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1938,0.014960000000000001,28.99248,0.1,2.899248,4,98.69999999999999,46,24,8,Fall-Birmingham-Collection
Fall,2023-11-29 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,2704,0.012320000000000003,33.313280000000006,1.81,60.297036800000015,7,579,124,20,7,Fall-Birmingham-Discount
Fall,2023-11-29 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,1591,0.010900000000000002,17.341900000000003,0.5634999999999998,9.772160649999998,2,130.79999999999998,23,7,1.5,Fall-Birmingham-Collection
Fall,2023-11-29 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,846,0.0138,11.6748,0.3335000000000001,3.8935458000000005,6,255.6,65,1,1.5,Fall-Birmingham-Discount
Fall,2023-11-29 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,2029,0.004799999999999999,9.739199999999997,0.05000000000000002,0.48696,5,301,73,0,9,Fall-Birmingham-Collection
Fall,2023-11-29 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,2328,0.0055000000000000005,12.804000000000002,0.8499999999999999,10.8834,4,192,76,2,2,Fall-Birmingham-Discount
Fall,2023-11-29 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,2228,0.0198,44.1144,1.035,45.658404,5,30.72,35,2,19.5,Fall-London-Collection
Fall,2023-11-29 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,1367,0.011100000000000002,15.173700000000004,1.311,19.892720700000005,2,519.1199999999999,54,9,7.5,Fall-London-Discount
Fall,2023-11-29 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,3512,0.012799999999999999,44.953599999999994,0.82,36.861951999999995,5,142.24,28,18,7,Fall-London-Collection
Fall,2023-11-29 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,3094,0.0093,28.774199999999997,0.89,25.609037999999998,7,268.09999999999997,68,0,6,Fall-London-Discount
